 ,,year,all_authors,first_auth,title,doi,journal,structural_diversity_plant,lifestage_ne,ne_order,ne_family,ne_genus,ne_species,functional_group_ne,crop_type,crop_family,crop_genus,crop_species,crop_phenology,crop_yield,crop_location_country,crop_location_state,annual_perennial,HIPV_name_blend,HIPV_name,HIPV_class,HIPV biopathway,deployment_method_simplified,deployment_method,trap_type,HIPV_MOA,HIPV_dose,Integrated_Approach,single_blend,no_applications,yrs_data,Category,Response Variable,control_mean,control_se,control_sd,control_reps,control individuals per replicate,control total individuals,HIPV_mean,HIPV_se,HIPV_sd,HIPV_reps,HIPV individuals per replicate,HIPV total individuals,Collector,observation ,study_id,reviewer,reviwer
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.15,0.07,,4,,,0.12,0.01,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.38,0.16,,4,,,0.22,0.04,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.3,0.19,,4,,,0,0,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Csalomon dispenser,Field counts,Neutral,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.15,0.07,,4,,,0.13,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.38,0.16,,4,,,0.07,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.3,0.19,,4,,,0.12,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.15,0.07,,4,,,0.04,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.38,0.16,,4,,,0.16,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Csalomon dispenser,Field counts,Neutral,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.3,0.19,,4,,,0.08,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.13,0.1,,4,,,0.16,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.36,0.11,,4,,,0.13,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.23,0.05,,4,,,0.13,0,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,10 mg: 10 mg: 10 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.13,0.1,,4,,,0.01,0.01,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Csalomon dispenser,Field counts,Neutral,10 mg: 10 mg: 10 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.36,0.11,,4,,,0.18,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,10 mg: 10 mg: 10 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.23,0.05,,4,,,0.27,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.13,0.1,,4,,,0.08,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.36,0.11,,4,,,0.09,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.23,0.05,,4,,,0,0,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Csalomon dispenser,Field counts,Neutral,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.13,0.1,,4,,,0.12,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.36,0.11,,4,,,0.04,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.23,0.05,,4,,,0.1,0.04,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.13,0.1,,4,,,0.1,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.36,0.11,,4,,,0,0,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Csalomon dispenser,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.23,0.05,,4,,,0.12,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.28,0.04,,4,,,0.04,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.53,0.09,,4,,,0.36,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.33,0.03,,4,,,0.21,0.09,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,10 mg: 10 mg: 10 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.28,0.04,,4,,,0.08,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Csalomon dispenser,Field counts,Repellent,10 mg: 10 mg: 10 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.53,0.09,,4,,,0.17,0.09,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,10 mg: 10 mg: 10 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.33,0.03,,4,,,0.1,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.28,0.04,,4,,,0.05,0.04,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.53,0.09,,4,,,0.12,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,30 mg: 30 mg: 30 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.33,0.03,,4,,,0.25,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Csalomon dispenser,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.28,0.04,,4,,,0.04,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.53,0.09,,4,,,0.32,0.04,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.33,0.03,,4,,,0.16,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.28,0.04,,4,,,0,0,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.53,0.09,,4,,,0.2,0.07,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Csalomon dispenser,Field counts,Repellent,100 mg: 100 mg: 100 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.33,0.03,,4,,,0.12,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Coleoptera,Coccinellidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.16,0.09,,4,,,0.08,0.03,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,Diptera,Syrphidae,NA,NA,Predator,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Attractant,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.03,0.07,,4,,,0.25,0.06,,4,,,,,68,Monica,
68,,2021,Thöming and Knudsen,"Thöming, G",Semiochemicals and habitat manipulation to support green lacewing activity to reduce aphid infestations in agroecosystems,10.1016/j.baae.2021.01.004,Basic and Applied Ecology,Simple,Larvae,NA,NA,NA,NA,Parasitoid,Seed,Poaceae,Hordeum,vulgare cv. Helium,"Stage 13 (leaf development, three leaves unfolded)",,Norway,Østlandet,Annual,,NA,NA,NA,,Diluted in mineral oil and put on cotton wicks in Easy-Fit polypropylene microtubes,Field counts,Neutral,3 mg: 3 mg: 3 mg,No,Blend (1:1:1),2,1,,Mean of inse,0.19,0.1,,4,,,0.16,0.07,,4,,,,,68,Monica,
