Study_ID,Title,DOI,Journal,Year,Study_env,Vec_order,Vec_family,Vec_genus,Vec_species,Vec_trait,Other_trait,Vec_stage,Pred_phylum,Pred_class,Pred_order,Pred_family,Pred_genus,Pred_species,Pred_starved,Time_starved_min,Pred_effect,Units,Con_mean,Con_sd,Con_n,Pred_mean,Pred_sd,Pred_n,Graph_text,Sex,Std_pred_level,Std_exp_time_days,Larval_instar,Num_pred,Num_prey,Arena_vol,Time_eating_days,Temp,Cue_type,Experimental_ID,Mixed_prey,Pesticide
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,92.08,3.56,3,92.57,2.77,8,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,B,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,92.08,3.56,3,93.36,3.11,7,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,B,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,89.04,8.31,32,83.27,3.1,10,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,A,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,89.04,8.31,32,89.73,3.41,10,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,A,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,89.04,8.31,32,83.66,3.41,10,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,A,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,CONSUMPTIVE,% Eggs hatching,89.36,6.13,32,12.91,0,2,GRAPH,NA,150,13,NA,1,150,10000,13,25,NA,C,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,CONSUMPTIVE,% Eggs hatching,89.36,6.13,32,0,0,2,GRAPH,NA,50,13,NA,3,150,10000,13,25,NA,C,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,CONSUMPTIVE,% Eggs hatching,89.36,6.13,32,0,0,2,GRAPH,NA,16.6667,13,NA,9,150,10000,13,25,NA,C,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,92.02,3.75,3,0,0,8,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,D,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,92.02,3.75,3,92.81,0.98,2,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,D,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,92.02,3.75,3,0,0,2,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,D,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,89.36,6.13,32,83.65,1.53,2,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,C,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,89.36,6.13,32,89.75,1.95,2,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,C,NO,NO
1336,Lethal and sublethal impacts of predaceous backswimmer Anisops wakefieldi (Hemiptera: Notonectidae) on the life-history traits of the New Zealand mosquito Culex pervigilans (Diptera: Culicidae),10.1603/ME12136,Journal of Medical Entomology,2013,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,EGG,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,NONCONSUMPTIVE,% Eggs hatching,89.36,6.13,32,0,0,2,GRAPH,NA,CUE,13,NA,CUE,150,10000,NA,25,PRED,C,NO,NO
1338,The influence of aquatic predators on mosquito abundance in animal drinking troughs in New Zealand,10.1111/j.1948-7134.2010.00093.x,Journal of Vector Ecology,2010,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,CONSUMPTIVE,# of surviving mosquitoes,19.7,0.2,4,0,0,4,GRAPH,NA,20,2,LATE,1,20,580000,2,NA,NA,A,NO,NO
1338,The influence of aquatic predators on mosquito abundance in animal drinking troughs in New Zealand,10.1111/j.1948-7134.2010.00093.x,Journal of Vector Ecology,2010,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,CONSUMPTIVE,# of surviving mosquitoes,19.7,0.2,4,0,0,4,GRAPH,NA,6.667,2,LATE,3,20,580000,2,NA,NA,A,NO,NO
1338,The influence of aquatic predators on mosquito abundance in animal drinking troughs in New Zealand,10.1111/j.1948-7134.2010.00093.x,Journal of Vector Ecology,2010,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,CONSUMPTIVE,# of surviving mosquitoes,38.9,0.7,4,0,0,4,GRAPH,NA,13.333,2,LATE,3,40,580000,2,NA,NA,B,NO,NO
1338,The influence of aquatic predators on mosquito abundance in animal drinking troughs in New Zealand,10.1111/j.1948-7134.2010.00093.x,Journal of Vector Ecology,2010,SEMIFIELD,Diptera,Culicidae,Culex,pervigilans,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,wakefieldi,NO,0,CONSUMPTIVE,# of surviving mosquitoes,68.5,1.3,4,0,0,4,GRAPH,NA,7.778,2,LATE,9,70,580000,2,NA,NA,C,NO,NO
U104,Elusive enemies: Consumptive and ovipositional effects on mosquitoes by predatory midge larvae are enhanced in dyed environments,10.1016/j.biocontrol.2019.02.008,Biological Control,2019,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,BEHAVIOR: oviposition,NA,ADULT,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,flavicans,NO,0,NONCONSUMPTIVE,Mean number of egg rafts,2.69,1.12,5,4.39,4.18,5,GRAPH,NA,NA,7,NA,10,NA,2000,NA,NA,PRED,C,NO,NO
U104,Elusive enemies: Consumptive and ovipositional effects on mosquitoes by predatory midge larvae are enhanced in dyed environments,10.1016/j.biocontrol.2019.02.008,Biological Control,2019,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,BEHAVIOR: oviposition,NA,ADULT,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,flavicans,NO,0,NONCONSUMPTIVE,Mean number of egg rafts,10.52,2.13,5,11.02,4.05,5,GRAPH,NA,NA,7,NA,10,NA,2000,NA,NA,PRED,D,NO,NO
U104,Elusive enemies: Consumptive and ovipositional effects on mosquitoes by predatory midge larvae are enhanced in dyed environments,10.1016/j.biocontrol.2019.02.008,Biological Control,2019,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,BEHAVIOR: oviposition,NA,ADULT,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,flavicans,NO,0,NONCONSUMPTIVE,Mean number of egg rafts,1.108,0.527,5,1.61,1.552,5,GRAPH,NA,NA,7,NA,10,NA,2000,NA,NA,PRED,A,NO,NO
U104,Elusive enemies: Consumptive and ovipositional effects on mosquitoes by predatory midge larvae are enhanced in dyed environments,10.1016/j.biocontrol.2019.02.008,Biological Control,2019,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,BEHAVIOR: oviposition,NA,ADULT,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,flavicans,NO,0,NONCONSUMPTIVE,Mean number of egg rafts,6.652,2.004,5,5.949,2.824,5,GRAPH,NA,NA,7,NA,10,NA,2000,NA,NA,PRED,B,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of larvae surviving,85.1,107.96,7,42,28.045,7,TEXT,NA,440,36,BOTH,1,440,12000,28,22.7,NA,A,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of pupae surviving,8,8.73,7,0.9,0.794,7,TEXT,NA,440,36,BOTH,1,440,12000,28,22.7,NA,A,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of adults emerged,28.3,18.26,7,13.4,11.377,7,TEXT,NA,440,36,BOTH,1,440,12000,28,22.7,NA,A,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of larvae surviving,69.6,56.09,7,18.9,23.55,7,TEXT,NA,440,36,BOTH,1,440,12000,28,25.3,NA,B,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of pupae surviving,16.6,13.23,7,2.9,5.027,7,TEXT,NA,440,36,BOTH,1,440,12000,28,25.3,NA,B,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of adults emerged,24.4,20.64,7,13.1,13.49,7,TEXT,NA,440,36,BOTH,1,440,12000,28,25.3,NA,B,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of larvae surviving,31.3,36.51,7,21.3,28.045,7,TEXT,NA,440,36,BOTH,1,440,12000,28,28.1,NA,C,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of pupae surviving,11,16.67,7,8,10.318,7,TEXT,NA,440,36,BOTH,1,440,12000,28,28.1,NA,C,NO,NO
U105,Eutrophication and predator presence overrule the effects of temperature on mosquito survival and development,10.1371/journal.pntd.0006354,PLOS Neglected Tropical Diseases,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,glauca,NO,0,CONSUMPTIVE,number of adults emerged,23.3,17.46,7,16.4,10.848,7,TEXT,NA,440,36,BOTH,1,440,12000,28,28.1,NA,C,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,CONSUMPTIVE,odds of emergence,0.463,0.284,4,0.41,0.312,4,GRAPH,FEMALE,25,13,BOTH,1,25,5000,13,NA,NA,EFGH,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,CONSUMPTIVE,odds of emergence,0.585,0.296,4,0.909,0.178,4,GRAPH,FEMALE,25,13,BOTH,1,25,5000,13,NA,NA,ABCD,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,CONSUMPTIVE,odds of emergence,0.696,0.258,4,0.42,0.284,4,GRAPH,MALE,25,13,BOTH,1,25,5000,13,NA,NA,EFGH,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,CONSUMPTIVE,odds of emergence,0.916,0.168,4,0.907,0.176,4,GRAPH,MALE,25,13,BOTH,1,25,5000,13,NA,NA,ABCD,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,CONSUMPTIVE,proportion of mesocosms with larval survival,0.583,0.3,4,0.621,0.27,4,GRAPH,NA,25,18,BOTH,1,25,5000,18,NA,NA,EFGH,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,CONSUMPTIVE,proportion of mesocosms with larval survival,0.503,0.298,4,0.092,0.122,4,GRAPH,NA,25,18,BOTH,1,25,5000,18,NA,NA,ABCD,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,NONCONSUMPTIVE,"development time (1/d), group means",0.058,0,3,0.058,0,3,GRAPH,NA,25,13,BOTH,1,25,5000,13,18.4,PREDDC,E,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,NONCONSUMPTIVE,"development time (1/d), group means",0.071,0.003,3,0.062,0,3,GRAPH,NA,25,13,BOTH,1,25,5000,13,24.1,PREDDC,F,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,NONCONSUMPTIVE,"development time (1/d), group means",0.066,0.005,3,0.069,0.01,3,GRAPH,NA,25,13,BOTH,1,25,5000,13,26.8,PREDDC,G,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,NONCONSUMPTIVE,"development time (1/d), group means",0.098,0,3,0.068,0.012,3,GRAPH,NA,25,13,BOTH,1,25,5000,13,30.9,PREDDC,H,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,NONCONSUMPTIVE,"development time (1/d), group means",0.063,0.012,3,0.057,0.004,3,GRAPH,NA,25,13,BOTH,1,25,5000,13,18.4,PREDDC,A,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,NONCONSUMPTIVE,"development time (1/d), group means",0.085,0.009,3,0.078,0.015,3,GRAPH,NA,25,13,BOTH,1,25,5000,13,24.1,PREDDC,B,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,NONCONSUMPTIVE,"development time (1/d), group means",0.094,0.012,3,0.096,0.004,3,GRAPH,NA,25,13,BOTH,1,25,5000,13,26.8,PREDDC,C,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,NONCONSUMPTIVE,"development time (1/d), group means",0.1,0,3,0.109,0,3,GRAPH,NA,25,13,BOTH,1,25,5000,13,30.9,PREDDC,D,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,CONSUMPTIVE,fraction of mosquitoes emerged as adult,0.294,0.299,12,0.117,0.153,12,GRAPH,NA,25,13,BOTH,1,25,5000,13,NA,NA,EFGH,NO,NO
U106,Eutrophication governs predator-prey interactions and temperature effects in Aedes aegypti populations,10.1186/s13071-019-3431-x,Parasites and Vectors,2019,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,varia,NO,0,CONSUMPTIVE,fraction of mosquitoes emerged as adult,0.274,0.198,12,0.433,0.29,12,GRAPH,NA,25,13,BOTH,1,25,5000,13,NA,NA,ABCD,NO,NO
U116,Female mosquitoes disperse further when they develop under predation risk,10.1093/beheco/ary113,Behavioral Ecology,2018,LAB,Diptera,Culicidae,Culex,pipiens,DEVELOPMENT,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,NONCONSUMPTIVE,"Time to pupation (d), individual means",7.294,1.28,6804,6.628,1.09,3612,GRAPH,NA,CUE,NA,BOTH,CUE,2100,25000,NA,25,PRED,A,NO,NO
U116,Female mosquitoes disperse further when they develop under predation risk,10.1093/beheco/ary113,Behavioral Ecology,2018,LAB,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,NONCONSUMPTIVE,Proportation of survival,0.8048,0.09,4,0.4268,0.086,4,GRAPH,NA,CUE,NA,BOTH,CUE,2100,25000,NA,25,PRED,A,NO,NO
U116,Female mosquitoes disperse further when they develop under predation risk,10.1093/beheco/ary113,Behavioral Ecology,2018,LAB,Diptera,Culicidae,Culex,pipiens,SIZE,NA,ADULT,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,NONCONSUMPTIVE,"wing length (mm), individual means",3.535,0.105,60,3.66,0.157,60,GRAPH,FEMALE,CUE,NA,NA,CUE,2100,25000,NA,25,PRED,A,NO,NO
U149,Muddy waters: Efficacious predation of container-breeding mosquitoes by a newly-described calanoid copepod across differential water clarities,10.1016/j.biocontrol.2018.08.017,Biological Control,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Lovenula,raynerae,YES,2880,CONSUMPTIVE,survival rate,0.907,0.052,3,0.36,0.074,3,GRAPH,NA,12.5,3,EARLY,4,50,1500,3,18,NA,A,NO,NO
U149,Muddy waters: Efficacious predation of container-breeding mosquitoes by a newly-described calanoid copepod across differential water clarities,10.1016/j.biocontrol.2018.08.017,Biological Control,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Lovenula,raynerae,YES,2880,CONSUMPTIVE,survival rate,0.907,0.034,3,0.58,0.1,3,GRAPH,NA,25,3,EARLY,4,100,1500,3,18,NA,B,NO,NO
U149,Muddy waters: Efficacious predation of container-breeding mosquitoes by a newly-described calanoid copepod across differential water clarities,10.1016/j.biocontrol.2018.08.017,Biological Control,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Lovenula,raynerae,YES,2880,CONSUMPTIVE,survival rate,0.907,0.052,3,0.107,0.156,3,GRAPH,NA,6.25,3,EARLY,8,50,1500,3,18,NA,A,NO,NO
U149,Muddy waters: Efficacious predation of container-breeding mosquitoes by a newly-described calanoid copepod across differential water clarities,10.1016/j.biocontrol.2018.08.017,Biological Control,2018,SEMIFIELD,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Lovenula,raynerae,YES,2880,CONSUMPTIVE,survival rate,0.907,0.034,3,0.318,0.0795,3,GRAPH,NA,12.5,3,EARLY,8,100,1500,3,18,NA,B,NO,NO
